	336	GREEDY2K-BL	SEQREEMBED-BL-TOT	4949470	3994150	123.2167994	3940644	16.5053343
	336	GREEDY2K-CI	SEQREEMBED-CI-TOT	667.8222943108289	642.8326154326523	402.4248314	576.06772629597	2286.9142669
	336	PIVOTPART2+GREEDY2K-BL	SEQREEMBED-BL-TOT	4949470	4057070	216.9414233	3966116	24.1714153
	336	PIVOTPART2+GREEDY2K-CI	SEQREEMBED-CI-TOT	667.8222943108289	517.5988371394495	2478.3229147	498.1703716262322	1531.7049985
	336	PIVOTPART4+GREEDY2K-BL	SEQREEMBED-BL-TOT	4949470	4134384	165.527494	4033514	23.9375553
	336	PIVOTPART4+GREEDY2K-CI	SEQREEMBED-CI-TOT	667.8222943108289	484.05068859279277	931.3019549	466.5325318208086	1152.4535172
	336	PIVOTPART6+GREEDY2K-BL	SEQREEMBED-BL-TOT	4949470	4253660	122.6364666	4130696	24.2009135
	336	PIVOTPART6+GREEDY2K-CI	SEQREEMBED-CI-TOT	667.8222943108289	477.1869554622798	421.0817264	460.4152691930217	1527.465569
	336	PIVOTPART8+GREEDY2K-BL	SEQREEMBED-BL-TOT	4949470	4437224	95.7020357	4278866	32.5835172
	336	PIVOTPART8+GREEDY2K-CI	SEQREEMBED-CI-TOT	667.8222943108289	494.5773903185005	215.0073381	474.39988993358884	1532.1126391
	516	GREEDY2K-BL	SEQREEMBED-BL-TOT	15926428	9088234	301.7642424	8977752	39.2377794
	516	GREEDY2K-CI	SEQREEMBED-CI-TOT	732.5347777066112	644.6893220335984	976.0692747	578.1909797799342	4555.942823
	516	PIVOTPART2+GREEDY2K-BL	SEQREEMBED-BL-TOT	15926428	9198466	790.9768144	9016918	56.8134512
	516	PIVOTPART2+GREEDY2K-CI	SEQREEMBED-CI-TOT	732.5347777066112	529.4152763646953	12462.8396489	508.98593807142436	3649.1612854
	516	PIVOTPART4+GREEDY2K-BL	SEQREEMBED-BL-TOT	15926428	9316732	473.2075086	9121370	57.0375323
	516	PIVOTPART4+GREEDY2K-CI	SEQREEMBED-CI-TOT	732.5347777066112	487.911692392824	3967.9614525	471.25507992114836	2745.2061572
	516	PIVOTPART6+GREEDY2K-BL	SEQREEMBED-BL-TOT	15926428	9497756	388.5592198	9274406	57.5144406
	516	PIVOTPART6+GREEDY2K-CI	SEQREEMBED-CI-TOT	732.5347777066112	465.24948030983944	1744.667293	449.2781499723676	3624.4601154
	516	PIVOTPART8+GREEDY2K-BL	SEQREEMBED-BL-TOT	15926428	9864786	274.3353027	9576496	57.1675707
	516	PIVOTPART8+GREEDY2K-CI	SEQREEMBED-CI-TOT	732.5347777066112	464.06150240073424	873.226518	447.41959473396355	3636.1118105
	822	GREEDY2K-BL	SEQREEMBED-BL-TOT	40276788	22648532	787.7478951	22368016	100.5023823
	822	GREEDY2K-CI	SEQREEMBED-CI-TOT	738.8783412658238	-	-	-	-
	822	GREEDY2K-BL	SEQREEMBED-BL-TOT	40276788	22648532	917.9947067	22368016	100.4320592
	822	GREEDY2K-CI	SEQREEMBED-CI-TOT	738.8783412658238	654.1626659758867	2637.5711062	582.4873034757668	13866.7637067
	822	PIVOTPART2+GREEDY2K-BL	SEQREEMBED-BL-TOT	40276788	22824852	5586.0485792	22383884	147.7903263
	822	PIVOTPART2+GREEDY2K-CI	SEQREEMBED-CI-TOT	738.8783412658238	-	-	-	-
	516	GREEDY2K-BL	SEQREEMBED-BL-TOT	15926428	9088234	423.7344664	8977752	48.1283454
	516	GREEDY2K-CI	SEQREEMBED-CI-TOT	732.5347777066112	644.6893220335984	1224.8756624	578.1909797799342	5492.7499864
	516	PIVOTPART2+GREEDY2K-BL	SEQREEMBED-BL-TOT	15926428	9198466	1019.0223091	9016918	69.3089321
	516	PIVOTPART2+GREEDY2K-CI	SEQREEMBED-CI-TOT	732.5347777066112	529.4152763646953	15199.3322816	-	-
