0	1.00000
1	1.22140
2	1.49182
3	1.82212
4	2.22554
5	2.71828
6	3.32012
7	4.05520
8	4.95303
9	6.04965
10	7.38906
11	9.02501
12	11.02318
13	11.02318
14	9.02501
15	7.38906
16	6.04965
17	4.95303
18	4.05520
19	3.32012
20	2.71828
21	2.22554
22	1.82212
23	1.49182
24	1.22140
25	1.00000
